Ward_No,WardName,zone_name,year,month,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction
195,KALYANPURI,Shahdara South Zone,2026,10,211.6,125.6,3.99,0.033,1.66,0.74,2,77.7,220.6,1.68,0.0,0.135
195,KALYANPURI,Shahdara South Zone,2026,11,15.2,0.0,3.99,0.033,1.66,0.74,2,77.7,220.6,1.68,0.0,0.135
195,KALYANPURI,Shahdara South Zone,2026,12,24.4,0.0,3.99,0.033,1.66,0.74,2,77.7,220.6,1.68,0.0,0.135
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,1,21.6,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,2,11.6,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,3,19.0,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,4,34.2,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,5,25.2,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,6,34.7,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,7,190.5,243.9,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,8,204.3,243.9,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,9,69.9,243.9,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,10,74.7,243.9,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,11,7.9,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
196,MAYUR VIHAR PHASE-II,Shahdara South Zone,2026,12,37.7,0.0,3.75,0.145,1.72,0.61,3,57.5,206.8,10.71,0.5,0.126
197,PATPAR GANJ,Shahdara South Zone,2026,1,6.8,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,2,14.3,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,3,28.4,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,4,37.4,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,5,37.1,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,6,30.2,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,7,58.2,215.9,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,8,198.3,215.9,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,9,161.8,215.9,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,10,102.8,215.9,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,11,11.6,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
197,PATPAR GANJ,Shahdara South Zone,2026,12,9.1,0.0,3.39,0.062,0.83,0.34,3,53.1,236.0,7.64,0.2,0.009
198,VINOD NAGAR,Shahdara South Zone,2026,1,39.7,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,2,39.4,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,3,23.4,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,4,34.6,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,5,8.0,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,6,23.6,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,7,165.4,255.8,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,8,146.0,255.8,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,9,89.2,255.8,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,10,60.7,255.8,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,11,18.5,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
198,VINOD NAGAR,Shahdara South Zone,2026,12,27.7,0.0,2.07,0.051,0.24,0.75,3,85.4,199.5,18.65,0.2,0.116
199,MANDAWALI,Shahdara South Zone,2026,1,26.0,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,2,25.6,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,3,27.1,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,4,37.3,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,5,37.5,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,6,28.2,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,7,51.3,237.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,8,67.7,237.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,9,195.9,237.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,10,64.4,237.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,11,12.5,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
199,MANDAWALI,Shahdara South Zone,2026,12,13.1,0.0,3.78,0.139,0.32,0.44,5,178.8,224.5,13.84,0.0,0.043
200,PANDAV NAGAR,Shahdara South Zone,2026,1,8.6,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,2,21.0,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,3,39.7,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,4,23.9,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,5,31.5,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,6,5.2,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,7,134.4,252.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,8,175.4,252.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,9,183.1,252.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,10,76.9,252.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,11,19.7,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
200,PANDAV NAGAR,Shahdara South Zone,2026,12,19.7,0.0,3.25,0.058,0.57,0.65,1,17.9,201.0,19.8,0.5,0.119
201,LALITA PARK,Shahdara South Zone,2026,1,23.5,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,2,12.0,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,3,39.2,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,4,37.2,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,5,10.7,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,6,24.6,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,7,144.4,227.4,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,8,125.2,227.4,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,9,217.3,227.4,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,10,60.1,227.4,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,11,27.0,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
201,LALITA PARK,Shahdara South Zone,2026,12,12.2,0.0,2.18,0.125,0.74,0.57,4,46.5,221.6,22.69,0.5,0.107
202,SHAKARPUR,Shahdara South Zone,2026,1,16.1,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,2,23.3,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,3,12.3,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,4,26.3,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,5,23.8,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,6,10.7,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,7,90.5,185.9,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,8,61.4,185.9,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,9,61.3,185.9,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,10,52.3,185.9,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,11,12.7,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
202,SHAKARPUR,Shahdara South Zone,2026,12,28.8,0.0,3.84,0.052,0.91,0.77,3,123.7,205.0,13.62,0.5,0.123
203,LAXMI NAGAR,Shahdara South Zone,2026,1,24.9,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,2,23.4,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,3,18.9,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,4,16.6,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,5,22.7,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,6,6.2,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,7,159.7,189.8,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,8,153.0,189.8,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,9,97.5,189.8,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,10,80.5,189.8,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,11,7.6,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
203,LAXMI NAGAR,Shahdara South Zone,2026,12,25.6,0.0,1.89,0.037,1.24,0.51,5,119.8,209.0,9.87,0.0,0.041
204,PREET VIHAR,Shahdara South Zone,2026,1,29.4,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,2,25.6,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,3,8.6,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,4,16.3,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,5,26.1,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,6,5.5,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,7,57.2,236.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,8,165.2,236.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,9,201.0,236.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,10,195.4,236.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,11,10.9,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
204,PREET VIHAR,Shahdara South Zone,2026,12,36.9,0.0,3.11,0.148,1.16,0.62,3,74.5,207.4,17.92,0.0,0.096
205,I.P. EXTENSION,Shahdara South Zone,2026,1,25.2,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,2,38.1,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,3,30.7,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,4,27.4,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,5,31.1,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,6,7.7,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,7,61.5,153.6,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,8,76.0,153.6,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,9,75.1,153.6,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,10,121.5,153.6,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,11,10.5,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
205,I.P. EXTENSION,Shahdara South Zone,2026,12,34.9,0.0,3.07,0.06,1.49,0.73,3,116.8,227.7,7.24,0.0,0.003
206,ANAND VIHAR,Shahdara South Zone,2026,1,20.4,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,2,36.8,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,3,21.9,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,4,16.1,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,5,26.1,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,6,28.6,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,7,134.7,252.1,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,8,189.8,252.1,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,9,81.2,252.1,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,10,106.9,252.1,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,11,29.0,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
206,ANAND VIHAR,Shahdara South Zone,2026,12,13.6,0.0,1.17,0.029,1.26,0.52,2,30.6,219.5,5.76,0.5,0.046
207,VISHWAS NAGAR,Shahdara South Zone,2026,1,36.0,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,2,10.4,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,3,38.0,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,4,25.7,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,5,8.0,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,6,12.6,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,7,153.8,226.2,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,8,107.5,226.2,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,9,140.5,226.2,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,10,185.9,226.2,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,11,32.7,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
207,VISHWAS NAGAR,Shahdara South Zone,2026,12,29.4,0.0,3.11,0.101,1.91,0.88,2,54.9,201.9,15.7,0.0,0.056
208,ANARKALI,Shahdara South Zone,2026,1,29.5,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,2,29.2,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,3,35.6,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,4,19.1,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,5,24.2,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,6,30.9,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,7,215.6,230.2,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,8,218.2,230.2,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,9,219.9,230.2,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,10,201.4,230.2,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,11,27.4,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
208,ANARKALI,Shahdara South Zone,2026,12,5.2,0.0,1.83,0.043,1.64,0.42,2,45.5,212.8,5.21,0.2,0.123
209,JAGAT PURI,Shahdara South Zone,2026,1,34.6,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,2,24.1,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,3,32.1,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,4,38.3,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,5,29.4,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,6,8.5,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,7,65.0,131.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,8,174.4,131.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,9,86.6,131.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,10,126.0,131.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,11,39.2,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
209,JAGAT PURI,Shahdara South Zone,2026,12,33.7,0.0,3.22,0.027,1.45,0.44,5,105.7,227.3,16.68,0.0,0.027
210,GEETA COLONY,Shahdara South Zone,2026,1,24.4,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,2,20.2,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,3,12.6,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,4,19.8,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,5,27.4,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,6,11.7,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,7,181.4,231.7,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,8,106.2,231.7,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,9,208.5,231.7,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,10,137.0,231.7,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,11,34.6,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
210,GEETA COLONY,Shahdara South Zone,2026,12,26.6,0.0,1.95,0.101,1.54,0.82,3,32.8,208.9,6.48,0.2,0.117
211,KRISHNA NAGAR,Shahdara South Zone,2026,1,21.6,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
211,KRISHNA NAGAR,Shahdara South Zone,2026,2,18.6,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
211,KRISHNA NAGAR,Shahdara South Zone,2026,3,17.9,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
211,KRISHNA NAGAR,Shahdara South Zone,2026,4,28.5,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
211,KRISHNA NAGAR,Shahdara South Zone,2026,5,8.2,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
211,KRISHNA NAGAR,Shahdara South Zone,2026,6,12.2,0.0,3.35,0.125,1.36,0.71,4,152.4,218.9,6.72,0.0,0.073
